College,Department,Prefix,Number,Title,Credits,Attributes
College of Engineering,Department of Computer Science and Engineering,CTS,6716,Network Programming for IT,3,
College of Engineering,Department of Civil and Environmental Engineering,CWR,4202,Hydraulics,3,
College of Engineering,Department of Civil and Environmental Engineering,CWR,4202L,Civil Engineering Hydraulics Laboratory,1,
College of Engineering,Department of Civil and Environmental Engineering,CWR,4540,Water Resources Engineering I,3,
College of Engineering,Department of Civil and Environmental Engineering,CWR,4541,Water Resources Engineering II,3,
College of Engineering,Department of Civil and Environmental Engineering,CWR,4620,Ecological Engineering,3," SD06, SD11, SD13, SD14, SD15"
College of Engineering,Department of Civil and Environmental Engineering,CWR,4812,Capstone Water Resources-Environmental Design,3," CST, SD03, SD06, SD11, TGEH"
College of Engineering,Department of Civil and Environmental Engineering,CWR,6105,Vadose Zone Hydrology,3,
College of Engineering,Department of Civil and Environmental Engineering,CWR,6122,Groundwater Engineering,3,
College of Engineering,Department of Civil and Environmental Engineering,CWR,6239,Waves and Beach Protection,3,
College of Engineering,Department of Civil and Environmental Engineering,CWR,6305,Urban Hydrology,3,
College of Engineering,Department of Civil and Environmental Engineering,CWR,6534,Coastal and Estuary Modeling,3,
College of Engineering,Department of Civil and Environmental Engineering,CWR,6535,Hydrologic Models,3,
College of Engineering,Department of Civil and Environmental Engineering,CWR,6538,Advanced Hydrologic Models,3,
College of Engineering,Department of Civil and Environmental Engineering,CWR,6625,Ecological Engineering,3,
College of Engineering,Department of Civil and Environmental Engineering,CWR,6820,Coastal Waves and Structures,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CYP,6109,Coparenting and Systems Change for Infant-Family Mental Health,3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,2100,Movement Practices,1-2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,2104,Contemporary Dance I,3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,2200,Fundamentals Of Ballet,2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,2204,Ballet I,3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,2500,Fundamentals Of Jazz Dance,2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,2504,Jazz Dance,2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,3108,Contemporary Dance II,3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,3109,Contemporary Dance III,1-3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,3209,Ballet III,1-3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,3214,Ballet II,1-3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,3294,Ballet Variations,1,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,3395,World Dance Topics,2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,3614,Choreography I,2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,3615,Choreography II,2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,3624,Dance Improvisation,2," GCPC, SD16"
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,3654,Repertory I,1,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,3684,Repertory II,1,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,3686,Junior Performance Project,1,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,4110,Contemporary Dance IV,1-4,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,4211,Ballet IV,1-3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,4616,Choreography III,2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,4617,Choreography IV,2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,4687,Performance,1-2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAA,4694,Senior Choreography Project,1-5,
"College of Design, Art, and Performance",School of Theatre and Dance,DAE,4340,Dance Pedagogy: Secondary Curriculum,3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAE,4340L,Dance Pedagogy: Internship,1,
"College of Design, Art, and Performance",School of Theatre and Dance,DAE,4394,Senior Seminar In Dance Education,2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,2100,Understanding the Dance Experience,3," 6AC, TGEC"
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,2160,Entry Seminar,2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,3584,Technical Theatre in Dance,2,
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,3714,Dance Kinesiology,3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,3853,Foundations in Dance Medicine and Science,2," SD03, SD04"
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,4134,Ballet History,3, 6AC
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,4135,Historical Perspectives in Twentieth and Twenty-First Century Dance,3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,4162,Research in Dance I,3," SD03, SD04, SD08, SD10, UGR"
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,4163,Research in Dance II,2," SD03, SD04, SD08, SD10"
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,4180,Dance Senior Seminar,2," GCPC, SD16"
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,4434,Laban Movement Analysis,3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,4906,Directed Study,1-5,
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,4930,Selected Topics In Dance,1-3,
"College of Design, Art, and Performance",School of Theatre and Dance,DAN,4971,Senior Capstone Experience,1-5,
College of Behavioral and Community Sciences,School of Aging Studies,DEP,2004,The Life Cycle,3,
College of Arts and Sciences,Department of Psychology,DEP,4053,Developmental Psychology,3,
College of Arts and Sciences,Department of Psychology,DEP,4220,Autism Spectrum Disorders,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,DEP,6607,Typical and Atypical Development,3,
College of Public Health,Department of Public Health,DIE,3311,Public Health Nutrition,3,
College of Public Health,Department of Public Health,DIE,6127,Principles of Leadership and Management of Food and Nutrition,2,
College of Public Health,Department of Public Health,DIE,6248,Advanced Clinical Nutrition Assessment,4,
College of Public Health,Department of Public Health,DIE,6940,Nutrition and Dietetics Professional Practicum,1-6,
College of Arts and Sciences,Department of Journalism and Digital Communication,DIG,3003,Emerging Technologies and Media,3,
College of Arts and Sciences,Department of History,DIG,3020C,Digital Public History,3,
"College of Design, Art, and Performance",School of Art and Art History,DIG,3119C,Digital Drawing,3,
College of Arts and Sciences,Department of Journalism and Digital Communication,DIG,3123,Principles of Visualization,3," 6AC, TGEI"
"College of Design, Art, and Performance",School of Art and Art History,DIG,3184,Motion Design,3,
"College of Design, Art, and Performance",School of Art and Art History,DIG,3306C,3D Animation,3,
"College of Design, Art, and Performance",School of Art and Art History,DIG,3323C,Digital Sculpture,3,
"College of Design, Art, and Performance",School of Art and Art History,DIG,3465C,Visual Storytelling,3,
"College of Design, Art, and Performance",School of Art and Art History,DIG,3813,Contemporary Issues in Design,3," SD10, SD11, SD12, SD13, SD17"
"College of Design, Art, and Performance",School of Art and Art History,DIG,4972,Design Studies Capstone,3," SD10, SD11, SD12, SD13, SD17"
College of Arts and Sciences: School of Humanities,Department of English,DIG,6007,Trends in Digital Humanities,3,
College of Arts and Sciences: School of Humanities,Department of History,DIG,6178,Introduction to Digital Humanities,3,
College of Arts and Sciences: School of Humanities,Department of History,DIG,6585,Digital Humanities Capstone Project,3,
College of Arts and Sciences: School of Humanities,Department of History,DIG,6774C,Virtual Museums,3,
College of Arts and Sciences: School of Humanities,Department of English,DIG,6818,Feminist Digital Humanities,3,
College of Arts and Sciences: School of Humanities,Department of History,DIG,6834C,Digital Antiquity,3,
College of Arts and Sciences: School of Humanities,Department of English,DIG,6886,Digital Pedagogy,3,
College of Behavioral and Community Sciences,Department of Criminology,DSC,3013,Terrorism and Homeland Security,3,
College of Behavioral and Community Sciences,Department of Criminology,DSC,3594,Introduction to Intelligence Analysis,3,
College of Behavioral and Community Sciences,Department of Criminology,DSC,6020,Terrorism and Homeland Security,3,
College of Behavioral and Community Sciences,Department of Child and Family Studies,EAB,6790,Applied Behavior Analysis and Developmental Disabilities,3,
College of Arts and Sciences,Department of World Languages,EAP,1850,English for International Students I,6,
College of Arts and Sciences,Department of World Languages,EAP,1851,English for International Students II,6,
College of Engineering,Department of Mechanical Engineering,EAS,4020,Introduction to Flight,3,
